Total Population,California County,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty
7805,Santa Barbara,0.0,1.06,4.9,67.12,19.75,8.42,26.92150728
5050,Sacramento ,68.02,41.7,33.1,0.0,35.69,65.75,18.02660314
2969,San Diego,15.04,47.53,72.4,77.15,93.16,1.78,16.02288984
6810,Riverside ,70.56,13.95,15.3,0.0,9.92,50.09,39.5501836
2722,San Diego,10.77,55.34,84.25,61.08,84.88,47.2,22.22621185
3764,Kern ,79.89,99.86,82.41,0.0,27.06,63.33,17.05960265
8762,Placer ,47.64,19.0,12.73,71.54,5.8,30.34,13.98186137
5731,San Luis Obispo,0.0,10.54,8.53,52.84,14.12,61.05,30.32448378
9953,San Bernardino,99.52,50.35,54.66,58.29,8.66,51.22,27.37572254
3628,Los Angeles,92.02,36.85,23.74,0.0,31.75,34.16,23.10510003
4097,Los Angeles,0.0,73.1,54.89,0.0,58.89,20.31,23.16650149
1650,Los Angeles,76.91,22.72,11.12,14.21,18.95,66.41,30.66746843
2939,San Diego,13.95,56.86,84.97,0.0,96.73,42.63,18.74566875
3662,Los Angeles,28.64,70.09,11.07,44.97,25.1,0.91,8.075040783
4354,Los Angeles,17.1,76.1,61.96,0.0,63.55,19.31,18.85344207
4611,Alameda ,7.46,37.79,65.07,0.0,83.37,7.78,6.184798808
2477,Los Angeles,35.21,77.9,86.31,0.0,69.99,12.46,20.89552239
2744,Los Angeles,39.03,68.72,37.59,0.0,93.28,3.85,8.583690987
3102,Orange ,56.5,37.37,33.98,0.0,76.47,15.89,17.82850093
2539,San Luis Obispo,0.0,9.37,2.49,54.43,7.67,23.85,34.64461332
3973,Los Angeles,89.56,90.36,17.0,0.0,15.19,25.78,27.61360815
5796,Fresno ,88.92,92.75,44.73,0.0,7.72,27.25,6.488678608
2683,Santa Cruz,0.0,12.93,30.69,0.0,79.93,28.79,37.70104068
4165,Los Angeles,30.21,72.09,63.35,0.0,37.0,13.2,8.232334782
2673,Monterey ,0.0,3.78,9.64,0.0,9.94,75.41,37.71575468
3844,Alameda ,0.77,34.11,66.3,0.0,69.15,61.84,8.263539922
1929,Riverside ,88.16,5.27,0.51,0.2,22.14,32.83,37.92284866
5677,Ventura ,3.04,32.64,51.23,99.17,65.39,34.2,18.7595582
6259,Alameda ,0.0,22.55,57.16,0.0,31.78,78.68,16.8761785
7043,Contra Costa,0.0,18.33,34.91,0.0,95.36,69.24,23.3762598
2104,San Diego,53.43,29.72,2.14,31.85,4.62,20.62,24.75752935
4000,Solano ,3.29,19.07,56.08,0.0,18.07,79.46,45.2766738
4834,Orange ,62.89,77.33,47.95,29.92,82.72,3.51,11.5821501
3833,Shasta ,23.78,2.14,14.91,0.0,38.92,77.14,47.73922187
3924,Orange ,0.0,40.17,12.83,65.79,47.91,16.0,7.474546809
4448,Santa Clara,17.5,40.42,19.17,0.0,49.03,23.28,23.78277154
4630,Orange ,0.21,49.63,36.08,0.0,60.77,37.92,13.41328004
3255,San Bernardino,94.1,93.54,60.82,0.0,3.08,13.7,7.304194779
7412,Contra Costa,7.08,22.6,40.08,0.0,42.04,85.26,27.72318339
5241,Sacramento ,56.85,48.53,28.06,0.0,41.59,55.71,18.84231537
3443,Riverside ,78.26,9.18,34.87,0.0,57.07,16.9,14.96851746
2617,San Francisco,0.0,16.81,91.91,0.0,35.81,51.07,30.63422417
4535,Los Angeles,78.07,16.5,20.05,0.0,10.12,84.81,59.79775281
4225,Sacramento ,71.04,37.84,34.59,0.0,41.74,82.46,12.71186441
3718,Contra Costa,40.48,30.55,6.66,70.77,2.49,67.42,6.08238872
4037,Sonoma ,0.0,2.74,45.04,67.78,40.51,69.79,18.76931722
3518,Modoc ,,,3.36,0.0,1.2,82.66,41.08108108
3160,San Mateo,0.0,17.89,64.55,0.0,76.79,61.76,13.93634841
2144,Contra Costa,8.36,22.37,46.74,0.0,13.45,85.26,21.81088314
5747,Los Angeles,68.74,75.73,51.08,0.0,41.18,14.58,21.99419569
4341,Los Angeles,62.35,91.04,13.21,16.14,77.11,13.32,18.61617764
5551,Los Angeles,81.27,50.04,39.57,0.0,87.76,8.37,12.68602541
3574,Los Angeles,93.06,37.53,22.69,0.0,39.09,35.31,20.30513176
4306,Sacramento ,69.35,41.88,26.53,0.0,47.04,86.0,13.77403846
3372,Sacramento ,39.64,27.42,25.4,39.36,80.04,44.74,22.38488155
8042,Santa Clara,19.13,33.81,59.44,0.0,86.42,23.89,18.89824024
4996,San Francisco,0.0,14.11,93.05,0.0,58.1,5.18,34.43983402
2684,Alameda ,0.0,22.56,62.83,0.0,33.33,77.1,26.17293525
4543,Riverside ,93.29,2.38,26.67,0.0,53.56,50.58,29.37999568
3797,Placer ,72.54,20.24,49.12,1.56,63.22,23.65,19.40939597
4874,Santa Clara,17.72,34.58,57.36,0.0,75.48,26.56,20.81148849
4757,San Bernardino,95.65,94.3,64.06,0.0,77.82,20.04,13.89772968
4047,San Francisco,0.0,13.62,63.02,0.0,78.07,4.7,25.08600159
3118,Alameda ,0.0,20.44,92.66,0.0,54.67,71.0,31.70654912
2355,Riverside ,85.55,6.61,56.65,0.0,65.65,31.79,
3655,Solano ,0.0,16.09,34.72,0.0,2.97,92.77,33.49542334
1099,Ventura ,2.88,31.08,33.14,82.5,69.96,63.0,24.7826087
2390,Sacramento ,59.9,46.53,7.1,65.99,4.1,44.69,23.81947346
4580,Riverside ,73.65,11.57,5.6,0.0,32.76,9.48,45.08097166
4102,Santa Clara,18.83,34.14,50.58,0.0,81.13,25.73,16.94574682
1479,Humboldt ,0.0,6.9,14.24,60.58,30.44,84.37,41.26984127
3519,Kern ,93.56,58.27,14.5,0.0,15.54,45.74,23.42342342
4031,Orange ,0.0,44.56,28.83,33.61,59.1,16.0,16.25869621
4475,Santa Clara,18.35,32.54,51.94,28.73,76.69,4.27,8.636748518
5935,Madera ,78.06,78.54,7.29,85.79,5.41,18.59,16.17844151
7034,Riverside ,60.94,7.87,2.54,31.25,19.1,8.22,11.11784308
1425,Sacramento ,60.33,48.43,12.14,51.64,9.99,57.76,16.36876764
3618,Alameda ,35.82,32.16,68.42,0.0,99.45,39.02,22.04241071
4223,Solano ,1.45,19.8,50.58,0.0,59.14,77.68,6.914035492
10039,Contra Costa,37.72,30.7,22.12,51.68,7.46,84.73,16.60208036
3277,Los Angeles,60.78,79.37,50.48,0.0,17.08,10.57,10.55030935
2871,Sacramento ,82.16,28.6,29.12,83.43,21.35,41.4,18.26247689
4675,Los Angeles,39.57,69.57,43.99,29.66,95.45,5.1,4.224079512
5048,Alameda ,0.0,22.94,62.95,0.0,57.42,77.1,21.14442485
4628,San Diego,9.45,27.27,48.3,8.27,84.55,42.2,30.74712644
6981,San Luis Obispo,0.0,10.88,11.38,65.29,16.32,61.05,20.29490617
2874,Los Angeles,81.56,9.05,37.21,0.0,57.5,77.95,22.52282719
5747,Los Angeles,12.58,68.35,24.81,27.9,37.74,35.5,17.03362349
2585,Sacramento ,68.6,42.9,36.18,0.0,29.7,84.43,13.22442629
4074,Alameda ,7.62,38.81,77.37,3.12,93.13,7.82,9.061728395
3101,Santa Clara,12.98,34.93,50.68,47.66,25.85,28.8,8.898568762
3908,Riverside ,80.95,8.02,22.86,0.0,58.24,17.64,23.64760433
2492,Shasta ,21.35,2.32,12.44,0.0,19.85,90.69,30.55347794
7355,San Luis Obispo,0.0,8.31,13.66,53.4,70.08,4.14,48.03405573
3000,Los Angeles,51.51,69.06,14.1,0.0,26.27,13.57,12.30483271
4218,Orange ,47.58,63.39,11.65,0.0,38.47,18.76,28.86290122
5512,Orange ,10.58,48.93,68.19,56.63,54.18,23.5,24.63366337
5687,Riverside ,85.02,43.81,10.48,0.0,2.57,45.19,23.33778817
3866,San Diego,7.94,55.27,89.05,0.0,8.84,81.71,30.99974817
5092,San Mateo,0.0,16.18,59.47,0.0,71.36,78.37,5.545399147
5012,Placer ,74.89,21.54,45.4,20.79,90.97,23.64,13.10302535
4286,San Mateo,0.0,15.45,37.03,0.0,68.08,78.77,9.057471264
2041,Los Angeles,69.54,76.44,20.32,0.0,24.4,19.5,9.52600092
2354,Orange ,0.0,44.26,43.25,69.84,65.59,16.0,15.91304348
305,Los Angeles,78.76,41.69,3.73,9.17,3.75,67.81,23.54948805
2197,Los Angeles,17.47,74.77,59.68,0.0,49.15,33.15,8.472803347
4769,San Diego,31.69,60.06,60.96,0.0,88.97,35.36,19.00919497
5979,Placer ,69.41,7.99,20.94,43.14,16.48,38.37,31.38888889
5195,Shasta ,19.99,0.47,2.02,31.45,1.18,39.38,33.18965517
5668,Inyo ,,,5.02,0.0,6.11,37.37,40.97171864
3957,Lake ,0.0,0.78,0.16,42.25,5.5,89.53,49.10077077
5342,San Bernardino,95.45,94.34,64.73,0.0,77.14,19.13,18.84758364
4782,Riverside ,83.43,90.11,93.89,0.0,39.89,25.12,13.52785146
4212,Orange ,28.77,46.09,42.57,77.55,97.93,5.94,22.16139015
5601,Marin ,0.0,12.35,22.97,0.0,92.55,9.29,9.863885452
2502,Mono ,,0.13,0.75,38.76,0.74,6.81,32.37495077
4941,San Diego,8.33,39.92,46.0,71.07,90.94,2.93,16.33663366
5137,San Francisco,0.0,13.65,67.99,0.0,77.17,5.66,27.59622367
4332,Orange ,2.25,52.43,43.15,16.11,54.88,22.74,7.198532783
4702,Contra Costa,0.0,19.22,26.9,0.0,94.41,83.41,7.818220978
2373,Santa Clara,13.46,40.56,42.41,56.43,9.68,13.17,15.33362793
6705,Riverside ,68.32,8.64,12.44,48.39,27.85,5.54,16.13298606
5172,Santa Clara,0.0,34.33,66.61,0.0,59.01,1.53,10.23727516
6670,Orange ,0.0,46.37,63.69,53.01,92.22,22.04,32.37113402
6064,San Mateo,0.0,29.2,63.15,39.85,80.02,9.07,14.04632824
4103,San Bernardino,88.4,0.97,1.33,0.0,7.25,92.7,58.41754991
5154,Monterey ,0.0,4.7,16.82,0.0,53.89,17.59,17.67934143
8833,Orange ,31.55,48.65,43.93,46.83,62.97,3.74,16.45215445
4542,Contra Costa,0.0,18.47,33.84,0.0,63.61,84.21,9.863588667
5135,Marin ,0.0,10.12,29.12,0.0,80.13,36.4,24.41250728
5972,San Diego,29.92,55.06,44.82,0.0,97.24,15.16,19.12844785
3832,Yolo ,44.43,38.63,25.56,73.26,1.02,75.81,13.14493129
3944,Orange ,55.14,41.45,60.94,33.15,72.57,13.06,7.471950346
3803,San Diego,47.79,39.48,57.82,30.39,19.82,31.57,42.01704545
4610,Sacramento ,76.36,35.12,34.25,41.35,68.28,32.14,14.94076349
4779,San Diego,1.36,21.56,30.71,38.39,85.53,0.01,17.78987024
6840,Sacramento ,54.02,30.24,30.86,0.0,25.38,62.89,47.09758833
4100,Shasta ,2.03,1.37,1.26,16.47,0.94,86.4,28.32888673
6464,Yolo ,26.08,12.59,25.33,0.0,12.02,53.37,44.23805914
3725,Los Angeles,3.47,64.01,93.27,50.32,42.9,28.1,12.40970072
3404,San Francisco,0.0,16.53,83.82,0.0,51.81,50.93,37.96296296
4942,San Diego,2.56,29.53,34.64,51.84,83.68,19.48,21.58102767
5557,Los Angeles,82.07,10.57,6.26,0.0,6.67,64.44,40.36089118
3536,San Diego,7.72,54.05,83.92,0.0,45.64,66.01,22.21244131
4980,Alameda ,0.0,30.68,86.08,0.0,95.46,37.94,13.39540186
3614,San Mateo,0.0,24.72,26.58,0.0,80.1,8.98,12.96751297
6311,Los Angeles,0.0,68.11,17.93,0.0,35.47,8.63,12.6884214
6598,Los Angeles,92.62,41.58,55.02,0.0,87.41,6.34,18.16587761
3310,Alameda ,0.0,29.86,47.72,0.0,47.11,73.06,5.816023739
5174,Sonoma ,0.0,5.36,22.53,43.54,64.5,51.09,20.6216985
6023,Santa Clara,0.0,34.08,69.16,0.0,54.0,1.53,8.725945587
3189,Los Angeles,60.35,66.43,93.5,0.0,47.41,38.52,16.46132786
8981,San Diego,26.9,58.16,6.19,3.02,14.84,20.78,12.32210193
4244,Riverside ,76.55,10.17,36.98,34.11,61.97,5.25,47.21848362
5764,Santa Barbara,0.0,0.96,8.96,58.55,12.06,5.5,21.1383569
4833,Orange ,60.14,79.9,46.58,52.04,38.49,8.46,6.374584718
5401,Ventura ,53.92,44.89,23.14,0.0,83.62,31.53,23.05485837
1674,Orange ,3.82,40.89,51.54,0.0,67.36,9.62,13.37325349
3203,Santa Clara,16.4,36.25,59.03,0.0,88.36,20.82,8.453292496
2534,Lassen ,,,0.75,11.36,1.95,42.86,39.48356808
5264,Riverside ,71.55,13.24,14.89,47.63,18.11,54.6,26.35582822
4615,Contra Costa,20.46,24.31,72.36,0.0,97.04,35.42,22.79749478
2800,Los Angeles,53.65,67.84,28.45,0.0,48.72,20.37,10.28072838
3257,Placer ,62.23,12.94,11.9,65.73,10.4,27.47,17.6980568
5765,Tuolumne ,63.39,3.46,0.51,18.03,5.99,85.43,33.04822566
3608,Kern ,70.62,61.2,5.99,0.0,4.6,12.85,26.59642401
3461,Santa Clara,17.77,40.09,21.42,0.0,37.87,14.17,8.628983764
6092,Los Angeles,26.99,68.89,9.29,30.55,28.65,0.91,8.604459125
12842,Riverside ,85.38,94.22,12.87,0.0,7.98,24.8,10.23010406
1853,San Diego,16.67,51.02,64.17,0.0,91.39,8.68,55.62372188
3353,Sacramento ,70.74,30.53,73.33,0.0,57.08,60.52,31.96556671
5573,Los Angeles,75.9,93.34,15.72,0.0,74.19,11.56,11.2304332
6148,San Mateo,0.0,16.2,36.81,0.0,72.21,79.89,14.33738902
2723,San Mateo,0.0,26.21,20.37,36.0,80.85,22.4,8.323654665
2280,Solano ,4.67,18.93,56.03,0.0,9.01,79.46,13.75280899
4488,San Diego,18.73,56.9,86.84,0.0,13.26,33.29,20.66854991
5270,Santa Barbara,19.21,13.47,27.05,90.14,58.21,3.67,25.72766131
1602,Los Angeles,65.1,50.81,10.63,0.0,9.47,34.84,14.69648562
7487,Orange ,49.61,63.42,18.97,27.76,19.46,19.06,7.883484768
5574,Contra Costa,13.31,24.51,74.46,0.0,92.69,25.7,18.19162322
5558,Alameda ,10.07,37.2,58.77,0.0,86.77,7.78,6.563135515
4873,Sacramento ,74.33,31.62,53.68,0.0,64.44,56.01,28.11745776
4580,Los Angeles,32.32,72.73,84.68,47.96,54.65,17.51,24.36895494
3494,Riverside ,81.65,7.72,48.7,2.13,76.33,19.76,18.59130051
3030,Riverside ,0.0,,45.46,82.96,1.12,96.72,21.44876325
3529,Los Angeles,49.86,73.51,76.19,0.0,92.24,11.9,31.21118012
3944,Los Angeles,38.15,77.48,83.06,0.0,66.22,20.26,13.79980564
6269,Santa Cruz,0.0,12.42,6.42,76.39,54.38,7.67,21.5134459
2411,Los Angeles,36.17,76.18,86.31,0.0,69.84,12.12,17.23991507
3191,Los Angeles,0.0,62.11,9.1,0.0,33.17,18.96,14.97905028
4283,Santa Cruz,0.0,17.9,2.83,82.86,6.64,21.14,23.77788325
1722,Orange ,31.37,42.03,15.65,0.0,98.18,4.38,9.864603482
3257,Orange ,37.14,30.65,20.1,0.0,47.99,18.11,22.18252679
4108,Riverside ,76.76,13.05,49.52,0.0,90.67,25.85,22.23451327
3616,Kern ,78.58,99.58,56.7,0.0,31.07,17.56,15.90989088
4828,Santa Clara,0.0,33.69,55.75,0.0,41.4,2.46,11.55947877
9003,Sacramento ,61.55,29.96,51.24,23.45,34.28,62.24,14.55463728
4561,Los Angeles,34.94,73.49,89.93,0.0,86.87,6.44,27.3945077
2135,Placer ,61.98,25.67,34.64,0.0,65.88,32.16,18.54146806
5675,Orange ,34.86,47.27,43.62,63.27,58.16,3.37,21.51064549
7030,Butte ,35.5,48.11,21.9,74.0,36.16,29.13,24.87137828
4198,Kern ,66.21,2.62,3.83,0.0,2.13,59.82,51.40313528
4029,Lake ,0.0,0.74,1.17,40.48,9.59,97.65,61.10509209
2471,Los Angeles,51.69,58.98,69.3,0.0,87.49,27.72,11.82348043
2599,San Diego,55.83,46.42,4.23,22.25,7.91,24.65,11.97658712
1801,San Diego,9.16,54.1,74.83,0.0,63.02,62.38,21.08307045
6499,Alameda ,0.0,32.3,58.21,36.86,49.63,63.96,14.36708861
3769,Del Norte,,0.64,3.96,0.0,26.87,81.81,48.2768442
6344,Santa Clara,3.77,23.62,21.65,79.51,15.62,40.99,13.86636393
3911,Riverside ,85.04,6.77,16.89,0.0,26.37,31.84,24.56720978
766,Los Angeles,32.6,49.91,38.54,0.0,83.14,4.94,7.724137931
3233,Los Angeles,35.98,68.77,24.44,0.0,15.97,1.81,2.541371158
3192,Shasta ,20.28,1.36,15.92,0.0,50.31,69.04,40.39408867
3879,San Diego,27.65,59.68,57.92,0.0,90.86,42.3,7.677490369
5751,Santa Clara,4.46,37.54,70.26,0.0,52.8,26.31,30.03594044
3347,Placer ,59.47,13.99,19.08,0.0,75.49,27.47,15.35421101
3386,San Mateo,0.0,27.84,45.7,0.0,28.93,30.04,19.44358578
2826,Santa Clara,12.51,37.41,77.17,36.07,40.03,35.89,18.28742117
5262,Alameda ,41.73,31.89,24.81,6.58,76.62,32.69,7.147135157
5455,Santa Clara,16.16,34.06,61.3,0.0,37.11,27.18,21.26505003
5565,Santa Clara,0.0,32.25,65.36,0.0,66.63,3.36,33.03883674
5059,San Mateo,0.0,18.83,69.8,0.0,13.56,38.44,17.55071655
4337,Los Angeles,0.0,75.18,42.36,0.0,32.44,28.07,15.65133638
3394,Los Angeles,43.71,85.55,29.17,0.0,62.38,37.4,12.20200753
3729,Sonoma ,0.0,0.7,3.96,74.33,15.95,25.61,25.98944591
3616,Los Angeles,10.44,69.61,67.41,0.0,53.87,33.94,17.20658524
3449,San Bernardino,93.5,93.76,28.45,0.0,77.01,13.48,9.349715313
4212,Sacramento ,48.46,29.92,10.81,15.31,8.63,75.36,32.36136423
3286,San Francisco,0.0,16.19,99.34,0.0,19.62,30.9,22.46056782
7055,Los Angeles,53.57,54.91,27.0,0.0,21.98,35.62,13.55252606
1477,Shasta ,2.41,0.45,4.01,29.49,28.12,56.7,36.50684932
4089,Napa ,0.0,16.4,38.75,0.0,29.28,79.08,22.31491137
3913,Shasta ,29.84,6.82,8.08,19.93,11.49,74.64,28.08811959
3288,Marin ,0.0,11.58,41.38,0.0,78.99,8.57,18.00059506
3428,Alameda ,0.0,23.12,73.68,0.0,60.33,80.69,25.16110955
2879,Placer ,69.79,9.73,19.08,53.07,68.68,26.24,24.62540717
4626,Contra Costa,0.0,18.73,31.45,0.0,47.51,67.98,23.81258023
3808,Santa Clara,0.45,36.32,65.44,0.0,72.78,8.16,14.88833747
3995,Los Angeles,0.0,60.69,99.8,0.0,44.21,66.7,20.87391419
3446,San Diego,23.65,58.79,57.2,0.0,27.5,25.17,18.0887372
3291,Los Angeles,0.0,69.07,32.83,0.0,69.33,12.24,17.3521465
2020,Alameda ,0.0,20.56,92.74,0.0,59.24,87.73,29.6124031
4095,Yolo ,38.31,26.46,29.25,78.74,68.97,4.45,19.34450468
3433,Ventura ,58.43,46.06,21.39,0.0,74.94,30.01,5.078809107
6350,Humboldt ,0.0,6.23,22.02,94.19,24.41,86.38,44.61429079
6194,Santa Clara,0.94,10.76,24.47,92.39,52.0,72.1,24.94932432
3633,San Diego,2.06,50.88,43.93,0.0,25.71,42.09,31.35529293
3883,Tuolumne ,66.57,8.8,3.47,10.76,11.69,82.79,32.08469055
4415,Santa Clara,18.4,41.73,8.74,15.48,6.32,18.1,24.14359456
9648,Sonoma ,0.0,1.59,27.69,79.71,12.81,49.96,26.86776242
7575,Lake ,0.0,0.86,4.84,61.77,3.07,35.2,34.86273513
4444,Orange ,0.34,51.95,27.4,44.8,45.3,22.74,16.97556866
8245,San Luis Obispo,0.0,6.84,21.8,82.83,45.78,40.28,31.39332004
3818,Sacramento ,64.55,47.72,9.8,0.0,12.12,65.17,33.32435345
3911,Santa Clara,1.81,37.08,65.44,0.0,63.35,25.4,21.59090909
4827,Ventura ,59.33,46.9,20.53,0.0,46.36,29.47,23.99570354
2985,Alameda ,7.1,38.48,73.27,0.0,86.98,7.78,6.44028103
2578,Solano ,0.0,17.32,35.45,0.0,35.67,98.14,37.32684388
4828,Orange ,55.67,68.22,10.81,0.0,65.29,22.66,5.571255551
8866,Los Angeles,0.66,76.13,50.9,0.0,53.26,28.05,16.80422582
8838,Riverside ,75.16,8.28,10.57,43.37,14.32,23.81,12.60737746
7198,Kern ,64.38,2.2,5.6,0.0,1.85,60.41,39.72958918
1916,Riverside ,86.62,6.31,16.44,0.0,38.11,46.64,24.56049638
4017,Santa Clara,0.0,30.25,38.84,33.11,90.02,0.19,7.286192069
3506,Santa Clara,16.59,36.46,56.88,0.0,21.27,33.89,10.49860638
5486,San Diego,49.22,59.64,26.06,0.0,84.67,66.66,20.63930545
5116,Santa Clara,13.28,40.65,61.81,0.0,13.12,13.41,11.53324288
5887,Alameda ,0.0,26.99,71.7,0.0,43.1,80.72,8.426966292
4615,Santa Clara,0.03,35.83,66.4,0.0,33.44,7.91,17.05039096
4143,Humboldt ,0.0,7.33,2.09,32.91,2.12,80.97,35.01858736
3179,Alameda ,0.0,33.03,62.97,0.0,56.08,60.32,10.06451613
4732,San Diego,8.49,54.39,84.1,0.0,69.95,62.38,24.63960967
5997,Kern ,75.56,6.87,23.64,0.0,44.24,61.92,34.37591777
4238,San Francisco,0.0,13.68,62.5,0.0,81.15,4.53,32.62755102
3337,Alameda ,50.95,36.61,49.12,61.67,31.05,49.06,9.485679088
3331,San Diego,10.68,21.97,22.53,97.18,56.6,19.87,16.16014027
7377,Los Angeles,84.8,37.15,43.41,0.0,93.38,10.29,4.117563538
4574,San Diego,11.51,56.73,36.74,0.0,4.25,92.22,39.25657298
6535,Sacramento ,59.76,47.8,23.95,0.0,46.06,64.95,36.75935362
3091,Los Angeles,51.46,68.58,28.2,0.0,24.36,15.02,8.498677249
3030,Riverside ,83.23,7.3,19.46,0.0,58.44,31.12,25.12167727
1689,San Francisco,0.0,13.38,61.25,0.0,67.49,28.6,22.06156716
2983,Humboldt ,0.0,1.25,2.09,38.86,3.87,81.17,38.74022231
6591,Sonoma ,0.0,5.59,9.61,61.18,15.28,67.28,26.90273288
5485,Orange ,59.49,75.14,57.29,25.34,99.6,9.02,14.29856115
2773,Orange ,21.45,41.99,46.55,0.0,26.58,6.57,65.84229391
4866,Alameda ,0.0,20.98,90.18,0.0,16.28,78.68,31.38564274
5975,San Diego,7.37,37.5,46.87,38.19,83.24,2.71,13.94997482
3896,Ventura ,44.13,41.82,17.93,80.34,65.05,11.19,4.979137691
2688,Orange ,43.15,44.73,54.57,96.25,96.35,4.34,13.87326584
5043,San Diego,11.65,56.31,37.66,0.0,15.92,91.83,31.38532286
5321,Sacramento ,56.16,47.96,28.37,0.0,74.88,55.71,19.7947841
4040,Fresno ,88.37,93.29,59.82,0.0,27.01,31.22,13.68474404
2871,Napa ,10.69,11.49,7.36,64.1,9.02,53.71,15.75115817
4032,Calaveras ,60.67,3.18,0.51,34.71,0.2,32.17,41.76123468
2775,San Diego,11.04,53.37,69.74,0.0,80.0,27.1,18.67054123
3402,San Mateo,0.0,18.35,58.15,0.0,11.26,40.1,10.82018927
5099,Contra Costa,25.16,28.78,39.31,0.0,77.32,32.01,11.47127679
4795,Orange ,0.0,33.82,38.13,7.87,25.92,14.06,16.82307164
7436,Nevada ,62.12,2.22,2.3,6.74,4.47,87.13,23.77796189
3293,Mendocino ,0.0,2.58,2.99,52.21,1.27,38.21,53.12298777
2890,Los Angeles,34.98,73.69,89.93,0.0,9.88,1.41,13.80136986
4449,Alameda ,48.55,36.03,54.44,49.58,29.1,49.06,9.232264334
5015,Orange ,57.38,42.48,24.69,0.0,74.73,13.06,20.16580775
857,Orange ,5.16,32.36,59.17,0.0,53.51,5.91,16.07981221
3344,Santa Barbara,0.0,5.07,4.49,66.39,15.85,7.68,36.59777424
3934,San Francisco,0.0,15.21,97.36,0.0,29.67,51.08,19.03614458
6116,Santa Clara,0.0,32.29,53.96,0.0,69.22,0.26,2.46566275
1698,Los Angeles,83.75,49.9,41.23,0.0,21.78,7.97,8.566629339
3536,Sonoma ,0.0,1.52,8.08,76.69,6.91,35.67,33.17784257
7957,Santa Clara,0.0,33.94,62.67,0.0,60.23,1.38,26.15633961
6678,Solano ,4.7,18.5,54.15,0.0,69.23,79.46,8.862377503
6071,Butte ,41.15,48.15,10.88,0.0,20.29,33.42,28.80965052
3455,Butte ,52.65,30.07,4.08,0.0,7.17,94.64,20.61521856
3239,Sonoma ,0.0,1.47,22.07,58.92,77.31,49.64,9.754706218
5283,Sonoma ,0.0,6.65,5.55,65.26,16.03,41.09,26.56423959
1867,Amador ,52.36,,0.09,0.56,7.16,32.47,29.27435388
2055,Napa ,0.0,10.46,11.37,79.21,11.79,50.21,19.58121109
9081,San Diego,1.36,24.45,36.25,41.38,58.8,19.71,13.26004809
3601,Contra Costa,23.72,24.58,55.22,0.0,24.91,84.22,8.077994429
8802,Riverside ,83.55,9.43,5.02,0.0,31.21,33.87,23.23919308
3212,Santa Clara,0.0,31.13,72.86,0.0,74.72,1.83,21.19032047
9416,Ventura ,20.31,39.12,59.09,97.77,71.15,17.94,9.384832375
7672,Sacramento ,51.49,47.47,23.76,0.0,30.6,66.93,13.57848233
5800,San Mateo,0.0,15.24,37.71,0.0,87.53,62.43,7.863008911
2995,San Diego,64.63,53.94,7.59,0.0,70.24,12.98,22.24155935
2997,San Diego,14.16,52.14,58.17,0.0,91.78,3.18,20.1336675
5288,Orange ,57.7,41.93,12.2,0.0,67.58,11.63,13.09381238
4804,Sacramento ,65.89,47.86,9.35,58.22,19.41,64.75,
1868,Napa ,0.0,5.93,12.67,83.13,14.82,28.31,8.214920071
5941,Sacramento ,49.5,47.07,19.72,0.0,65.66,66.57,9.127301841
5271,San Diego,13.76,52.33,49.32,0.0,92.59,40.19,29.9706846
4175,Orange ,26.31,46.4,73.9,70.94,99.46,6.05,18.13964277
6328,Orange ,56.83,38.76,24.72,0.0,68.21,13.66,30.74289117
4293,San Francisco,0.0,15.41,97.36,0.0,46.9,76.4,38.04736372
15174,Orange ,26.5,29.37,13.48,0.0,81.34,3.63,17.55681818
4585,Santa Clara,14.29,35.35,36.95,0.0,79.33,33.72,18.22795517
1555,Ventura ,37.11,38.04,20.17,81.8,13.47,10.94,13.89488841
6711,Santa Clara,16.62,36.57,59.03,0.0,68.49,20.67,18.04720715
7143,Orange ,0.0,46.95,28.69,0.0,64.13,14.73,35.86808395
3219,Santa Clara,0.0,32.82,39.64,0.0,79.59,0.56,9.009287926
4009,Los Angeles,0.0,78.63,82.39,0.0,23.59,34.99,14.24011785
5643,Los Angeles,41.04,56.94,33.84,28.1,94.89,5.15,9.207305592
3821,Imperial ,43.22,40.77,34.86,83.49,11.24,95.56,8.620214817
4316,San Francisco,0.0,13.52,67.99,0.0,69.53,4.81,28.78513146
4173,Santa Clara,17.88,41.13,31.41,13.52,17.96,24.19,28.83544304
6528,Nevada ,70.23,4.49,4.69,0.0,15.26,67.32,20.53671862
4973,San Diego,19.9,47.81,53.7,74.23,17.25,3.79,19.29590018
5429,Shasta ,20.36,1.86,14.84,0.0,21.52,90.69,28.65433442
2757,Inyo ,,,0.75,0.0,2.67,37.37,24.32536623
4505,Sonoma ,0.0,9.42,18.8,70.08,14.24,30.87,19.25038811
5354,Santa Clara,0.0,30.51,63.97,0.0,65.76,0.49,9.516728625
3882,San Diego,9.81,53.21,70.76,0.0,85.41,28.12,18.7755102
3182,Riverside ,93.54,18.23,18.74,0.0,19.56,27.62,32.25917038
4067,Alameda ,29.87,30.27,87.38,0.0,11.9,37.99,15.09391771
6377,El Dorado,80.15,15.95,8.86,28.6,64.72,27.58,20.12927054
